chosenAction,cost,probability,sharedID,sharedMajor,sharedHobby,sharedFavCharacter,action1Topic,action2Topic,action3Topic,action4Topic,action5Topic
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
1,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
4,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
2,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
3,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
1,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
1,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
3,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
1,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
3,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
2,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
3,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
2,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
1,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
2,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
3,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
4,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
3,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
1,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
4,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
2,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
2,-1.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
2,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
1,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
1,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
3,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
2,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
3,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
3,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
4,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
1,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
1,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
4,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
2,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
4,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
4,0.0,0.03999999538064003,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,0.0,0.8399999141693115,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
2,0.0,0.03999999538064003,rnc,engineering,hiking,spock,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
5,-1.0,0.8399999141693115,mk,psychology,kids,7of9,SkiConditions-VT,HerbGarden,BeyBlades,NYCLiving,MachineLearning
